"t_s","lp_x_units","displacement_units","disp_fixed_units"
3.2240802675585285,0.19489932885906044,-0.0019412332152112632,-0.000712846098585719
3.237458193979933,0.20671140939597313,-0.0016185597360929593,-0.0009161730428675571
3.250836120401338,0.21852348993288592,-0.0012404451767745537,-0.0011529951564685026
3.2642140468227425,0.2303355704697986,-0.0008309477140173087,-0.0014167150221916067
3.277591973244147,0.24214765100671143,-0.0003370637137871152,-0.0017005937424133517
3.290969899665552,0.2539597315436241,0.00016842599326651083,-0.0019867241066859965
3.3043478260869565,0.2657718120805369,0.0005980220995105588,-0.0022540922436002763
3.317725752508361,0.2775838926174497,0.0009690783315332675,-0.002506154867479089
3.331103678929766,0.2893959731543624,0.0012667949582359029,-0.002758137723007948
3.3444816053511706,0.3012080536912752,0.0015515833102019575,-0.0029930225054544696
3.3578595317725752,0.3130201342281879,0.001753929277255097,-0.0031656238718058044
3.37123745819398,0.3248322147651007,0.0017879964216755534,-0.0032563799966985876
3.3846153846153846,0.3366442953020134,0.0016895024480558546,-0.003289270428466973
3.3979933110367893,0.3484563758389262,0.001461065122174377,-0.003289088655280948
3.411371237458194,0.3602684563758389,0.001137552994242502,-0.003247234954057126
3.4247491638795986,0.37208053691275167,0.0007364924947338778,-0.0031386728720925604
3.4381270903010033,0.38389261744966435,0.00026195892668655964,-0.002954241506519413
3.451505016722408,0.39570469798657715,-0.0002495667651545021,-0.0027073637645925737
3.4648829431438126,0.40751677852348994,-0.0007572628696830341,-0.0024186228389610127
3.4782608695652173,0.41932885906040274,-0.0012270767803818287,-0.0020986495637289357
3.491638795986622,0.4311409395973154,-0.0016214536392519876,-0.0017414369025060613
3.5050167224080266,0.44295302013422827,-0.0018660161713744726,-0.0013351826330638176
3.5183946488294313,0.45476510067114095,-0.0019984221672193782,-0.0008848950986622023
3.531772575250836,0.46657718120805375,-0.0020273049932275477,-0.0004182895575155637
3.5451505016722407,0.47838926174496643,-0.0019147450068746365,0.00004320146966201687
3.5585284280936453,0.4902013422818792,-0.001669001693252589,0.0005123359170665329
3.57190635451505,0.5020134228187919,-0.0013196116644422628,0.0010106920869149645
3.5852842809364547,0.5138255033557046,-0.0008969942515030998,0.001516975987536901
3.5986622073578594,0.5256375838926174,-0.00043233627914989506,0.0019780312807870077
3.612040133779264,0.5374496644295301,0.000042062335647555985,0.0023813595200310577
3.6254180602006687,0.549261744966443,0.00047526549025255253,0.0027685441922289814
3.6387959866220734,0.5610738255033557,0.0008754890213771411,0.003151350246857942
3.652173913043478,0.5728859060402686,0.0012171321533965206,0.003469433158225366
3.6655518394648827,0.5846979865771812,0.0014121969348526167,0.0036732944371611932
3.678929765886288,0.596510067114094,0.0015090663768825131,0.0037935711554777938
3.6923076923076925,0.6083221476510067,0.0015262538723185308,0.0038732584807348053
3.705685618729097,0.6201342281879195,0.0014271216407312766,0.0038849599902075703
3.719063545150502,0.6319463087248322,0.001286612366778984,0.0037791211573548365
3.7324414715719065,0.643758389261745,0.0011471521253294129,0.0035648464600345608
3.745819397993311,0.6555704697986576,0.0009399406883764623,0.0032764194116094874
3.759197324414716,0.6673825503355705,0.0007510249218001304,0.002907105109208808
3.7725752508361206,0.6791946308724833,0.0006239696592917924,0.002443518565082451
3.7859531772575252,0.691006711409396,0.0005208678025784876,0.0019208875869922315
3.79933110367893,0.7028187919463088,0.00046495264568018014,0.0013792021003212866
3.8127090301003346,0.7146308724832214,0.00041358235398092103,0.0008064243149981678
3.8260869565217392,0.7264429530201343,0.00034445524738649196,0.00018438614213473406
3.839464882943144,0.7382550335570469,0.0002569958129562212,-0.00044894495162423113
