"l","Cl_uK2","Dl_uK2","is_peak"
654,0.03150852679095496,2148.1632263843076,0
655,0.03134388057044977,2143.4730865126016,0
656,0.031181752161764446,2138.8969241997024,0
657,0.031022144435828278,2134.4363593973285,0
658,0.030865059133778103,2130.0929413006397,0
659,0.030710496875696363,2125.8681477772943,0
660,0.0305584571698263,2121.7633848352425,0
661,0.03040893842225489,2117.779986129385,0
662,0.03026193794705501,2113.919212507239,0
663,0.030117451976877253,2110.1822515936924,0
664,0.029975475673982153,2106.5702174149246,0
665,0.029836003141703572,2103.084150061565,0
666,0.02969902743633311,2099.7250153910963,0
667,0.029564540579416362,2096.4937047695344,0
668,0.029432533570450642,2093.391034852362,0
669,0.029302996399974576,2090.417747404691,0
670,0.02917591806303908,2087.5745091605936,0
671,0.02905128657304985,2084.861911721529,0
672,0.02892908897597079,2082.280471493771,0
673,0.028809311364878087,2079.8306296647193,0
674,0.028691938894854496,2077.512752217951,0
675,0.028576955798213094,2075.3271299868625,0
676,0.028464345400040073,2073.2739787467176,0
677,0.02835409013404576,2071.3534393449045,0
678,0.028246171558713055,2069.56557786918,0
679,0.028140570373732677,2067.9103858536705,0
680,0.028037266436714073,2066.387780522364,0
681,0.02793623878016141,2064.9976050698197,0
682,0.027837465628703508,2063.739628978803,0
683,0.027740924416566847,2062.613548374525,0
684,0.027646591805280785,2061.6189864151684,0
685,0.027554443701603676,2060.755493718323,0
686,0.02746445527565944,2060.0225488230026,0
687,0.02737660097927305,2059.4195586868177,0
688,0.027290854564494323,2058.945859217934,0
689,0.02720718910229891,2058.600715841378,0
690,0.027125577001455615,2058.383324099272,0
691,0.027045990027548948,2058.29281028453,0
692,0.026968399322146255,2058.328232107562,0
693,0.026892775422098333,2058.488579395505,0
694,0.02681908827896295,2058.7727748234743,0
695,0.026747307278540213,2059.179674677335,0
696,0.026677401260509322,2059.7080696474677,0
697,0.02660933853815584,2060.356685652982,0
698,0.026543086918179,2061.1241846958346,0
699,0.02647861372056846,2062.009165744288,0
700,0.02641588579854,2063.0101656451257,0
701,0.026354869558519758,2064.1256600640318,0
702,0.02629553098016685,2065.354064453556,0
703,0.026237835636423856,2066.693735048017,0
704,0.026181748713585223,2068.1429698847505,0
705,0.026127235031373573,2069.700009851051,0
706,0.026074259063013777,2071.3630397561715,0
707,0.026022784955295017,2073.1301894277153,0
708,0.02597277654861124,2074.999534831775,0
709,0.025924197396970085,2076.969099216124,0
710,0.025877010787960966,2079.0368542758,0
711,0.025831179762672872,2081.200721340377,0
712,0.025786667135552478,2083.458572582231,0
713,0.02574343551419354,2085.808232245106,0
714,0.025701447319048436,2088.2474778922506,0
715,0.02566066480305297,2090.7740416734237,0
716,0.0256210500711557,2093.385611610038,0
717,0.02558256509974312,2096.079832897714,0
718,0.025545171755952122,2098.854309225502,0
719,0.025508831816861505,2101.7066041110515,0
720,0.025473506988554166,2104.6342422509542,0
721,0.025439158925042147,2107.634710885551,0
722,0.02540574924704621,2110.705461177409,0
723,0.025373239560622634,2113.8439096027478,0
724,0.025341591475629185,2117.0474393550408,0
725,0.02531076662402319,2120.313401760033,0
726,0.025280726677984044,2123.6391177014125,0
727,0.025251433367853314,2127.0218790563817,0
728,0.025222848499885146,2130.4589501403425,0
729,0.025194933973800553,2133.9475691599578,0
730,0.025167651800138396,2137.4849496737897,0
731,0.02514096411739716,2141.0682820597854,0
732,0.02511483320896062,2144.6947349888046,0
733,0.025089221519801697,2148.36145690346,0
734,0.025064091672958252,2152.0655775014793,0
735,0.02503940648577504,2155.8042092228416,0
736,0.025015128985906278,2159.5744487399193,0
737,0.02499122242707327,2163.3733784498745,0
738,0.024967650304571692,2167.1980679685403,0
739,0.024944376370523626,2171.045575625048,0
740,0.024921364648869213,2174.9129499564447,0
741,0.0248985794500932,2178.7972312015504,0
742,0.024875985385681792,2182.6954527933203,0
743,0.024853547382305278,2186.6046428489676,0
744,0.024831230695722364,2190.5218256571156,0
745,0.024809000924401924,2194.4440231612552,0
746,0.02478682402285843,2198.368256438778,0
747,0.024764666314697162,2202.2915471748674,0
748,0.024742494505365836,2206.2109191305467,0
749,0.024720275694609186,2210.1233996041688,0
750,0.024697977388623147,2214.026020885648,0
751,0.024675567511905902,2217.9158217027534,0
752,0.024653014418802716,2221.7898486587715,0
753,0.02463028690474194,2225.6451576608574,0
754,0.024607354217159733,2229.4788153384216,0
755,0.02458418606611105,2233.287900450872,0
756,0.024560752634564864,2237.0695052840733,0
757,0.024537024588381525,2240.8207370348737,0
758,0.024512973085970523,2244.538719183067,0
759,0.02448856978762692,2248.2205928501617,0
760,0.02446378686454505,2251.863518144344,0
761,0.024438597007508098,2255.4646754910295,0
762,0.024412973435252474,2259.0212669484,0
763,0.024386889902505954,2262.530517507349,0
764,0.024360320707698828,2265.9896763752595,0
765,0.024333240700347265,2269.396018243035,0
766,0.024305625288108652,2272.7468445348554,0
767,0.024277450443508274,2276.0394846400895,0
768,0.02424869271033738,2279.271297126849,0
769,0.024219329209722553,2282.4396709366574,0
770,0.024189337645866497,2285.5420265597318,0
771,0.024158696311460566,2288.575817190373,0
772,0.024127384092769443,2291.538529861983,0
773,0.02409538047438871,2294.427686561253,0
774,0.024062665543675758,2297.240845321029,0
775,0.024029219994855324,2299.975601291453,0
776,0.023995025132800364,2302.6295877889065,0
777,0.023960062876489552,2305.2004773223557,0
778,0.02392431576214296,2307.6859825967026,0
779,0.02388776694603691,2310.083857492712,0
780,0.02385040020700006,2312.39189802317,0
781,0.02381219994859228,2314.6079432648944,0
782,0.023773151200968116,2316.7298762662344,0
783,0.02373323962242698,2318.7556249297295,0
784,0.023692451500652204,2320.6831628696114,0
785,0.02365077375364111,2322.510510243815,0
786,0.02360819393032858,2324.2357345602177,0
787,0.023564700210906668,2325.8569514568267,0
788,0.02352028140684278,2327.3723254556257,0
789,0.023474926960599243,2328.7800706898515,0
790,0.023428626945057186,2330.078451604441,0
791,0.023381372062647624,2331.265783629437,0
792,0.02333315364419288,2332.3404338261303,0
793,0.023283963647461554,2333.3008215057503,0
794,0.023233794655440367,2334.1454188205184,0
795,0.023182639874326255,2334.872751326898,0
796,0.02313049313124232,2335.4813985208925,0
797,0.023077348871681065,2335.9699943452392,0
798,0.02302320215667893,2336.337227668403,0
799,0.022968048659725602,2336.581842735231,0
800,0.0229118846634123,2336.7026395891976,1
801,0.02285470705582277,2336.6984744661486,0
802,0.022796513326671253,2336.5682601594854,0
803,0.022737301563191543,2336.3109663567416,0
804,0.022677070445781197,2335.925619947501,0
805,0.02261581924340558,2335.4113053026713,0
806,0.02255354780876576,2334.767164525063,0
807,0.02249025657323493,2333.992397671317,0
808,0.022425946541567873,2333.0862629451913,0
809,0.022360619286388043,2332.0480768622374,0
810,0.0222942769424569,2330.8772143859305,0
811,0.02222692220073029,2329.5731090353083,0
812,0.02215855830220665,2328.1352529642068,0
813,0.02208918903157184,2326.563197012177,0
814,0.02201881871064556,2324.8565507272024,0
815,0.0219474521916342,2323.01498236032,0
816,0.02187509485019534,2321.038218832307,0
817,0.0218017525783186,2318.9260456725447,0
818,0.021727431777028277,2316.6783069302583,0
819,0.021652139348912684,2314.2949050582833,0
820,0.02157588269048538,2311.775800769551,0
821,0.021498669684383503,2309.121012866497,0
822,0.02142050869140854,2306.3306180436102,0
823,0.021341408542414553,2303.4047506633333,0
824,0.02126137853004936,2300.34360250557,0
825,0.02118042840035388,2297.1474224910385,0
826,0.021098568344224942,2293.8165163787376,0
827,0.02101580898874693,2290.3512464377927,0
828,0.020932161388397708,2286.752031093992,0
829,0.020847637016133964,2283.0193445512677,0
830,0.02076224775436155,2279.153716388471,0
831,0.0206760058857962,2275.1557311317447,0
832,0.020588924084219817,2271.026027802812,0
833,0.02050101540513791,2266.7652994435452,0
834,0.020412293276343536,2262.374292617148,0
835,0.020322771488392982,2257.8538068863177,0
836,0.020232464184998775,2253.204694268763,0
837,0.020141385853345194,2248.4278586704513,0
838,0.020049551314331733,2243.524255296976,0
839,0.019956975712749868,2238.4948900434515,0
840,0.019863674507398364,2233.34081886333,0
841,0.019769663461142447,2228.0631471165652,0
842,0.019674958630922224,2222.6630288975525,0
843,0.019579576357715393,2217.141666343261,0
844,0.019483533256459715,2211.500308922018,0
845,0.019386846205940174,2205.740252703378,0
846,0.01928953233864627,2199.8628396095437,0
847,0.019191609030604344,2193.869456648792,0
848,0.01909309389119012,2187.7615351313743,0
849,0.018994004752926574,2181.5405498683767,0
850,0.018894359661271974,2175.208018354001,0
851,0.018794176864403326,2168.7654999317815,0
852,0.018693474802999797,2162.214594945197,0
853,0.018592272100031365,2155.556943873204,0
854,0.018490587550557207,2148.794226451176,0
855,0.018388440111538847,2141.9281607777657,0
856,0.01828584889167258,2134.9605024081875,0
857,0.018182833141246014,2127.8930434344584,0
858,0.018079412242023207,2120.7276115530894,0
859,0.017975605697163024,2113.466069120769,0
860,0.017871433121175208,2106.110312198559,0
861,0.017766914229918503,2098.6622695851174,0
862,0.0176620688306453,2091.1239018395045,0
863,0.01755691681209709,2083.4972002940813,0
864,0.017451478134654825,2075.7841860580425,0
865,0.017345772820548548,2067.986909012125,0
866,0.017239820944130197,2060.10744679502,0
867,0.01713364262221373,2052.147903782036,0
868,0.017027258004486418,2044.1104100565362,0
869,0.016920687263995274,2035.9971203747134,0
870,0.016813950587712324,2027.8102131242144,0
871,0.01670706816718247,2019.5518892771704,0
872,0.016600060189257585,2011.2243713381674,0
873,0.016492946826920405,2002.8299022876872,0
874,0.016385748230201655,1994.3707445215664,0
875,0.016278484517193888,1985.8491787869982,0
876,0.016171175765165188,1977.267503115613,0
877,0.01606384200177621,1968.6280317541734,0
878,0.015956503196403415,1959.9330940934024,0
879,0.01584917925157183,1951.1850335954823,0
880,0.01574188999450009,1942.3862067207376,0
881,0.01563465516876077,1933.5389818540284,0
882,0.015527494426058792,1924.6457382313686,0
883,0.015420427318130548,1915.7088648672834,0
884,0.01531347328876646,1906.7307594834128,0
885,0.01520665166595943,1897.7138274388703,0
886,0.01509998165418165,1888.6604806628548,0
887,0.014993482326792165,1879.5731365900115,0
888,0.014887172618577367,1870.4542170990374,0
889,0.014781071318426674,1861.3061474550113,0
890,0.01467519706214544,1852.1313552559363,0
891,0.014569568325407112,1842.9322693839654,0
892,0.01446420341684646,1833.7113189617792,0
893,0.014359120471295828,1824.4709323145871,0
894,0.014254337443165975,1815.2135359381987,0
895,0.014149872099973277,1805.9415534736272,0
896,0.014045742016014693,1796.6574046886606,0
897,0.013941964566192044,1787.3635044668442,0
898,0.013838556919986965,1778.062261804306,0
899,0.013735536035587678,1768.7560788148417,0
900,0.013632918654168946,1759.447349743687,0
901,0.013530721294326137,1750.1384599903763,0
902,0.013428960246664505,1740.8317851410916,0
903,0.013327651568544542,1731.5296900109038,0
904,0.013226811078984291,1722.234527696278,0
905,0.013126454353719239,1712.9486386382323,0
906,0.0130265967204206,1703.6743496965128,0
907,0.012927253254072445,1694.4139732351512,0
908,0.01282843877250817,1685.1698062197518,0
909,0.01273016783210677,1675.944129326858,0
910,0.012632454723649102,1666.7392060657264,0
911,0.012535313468334556,1657.5572819128479,0
912,0.012438757813958081,1648.400583459515,0
913,0.01234280123124778,1639.2713175727638,0
914,0.01224745691036298,1630.1716705699741,0
915,0.012152737757552734,1621.10380740743,0
916,0.012058656391974584,1612.0698708831142,0
917,0.011965225142673269,1603.0719808540136,0
918,0.01187245604571915,1594.1122334681947,0
919,0.011780360841505926,1585.1927004119077,0
920,0.011688950972207108,1576.315428171955,0
921,0.011598237579390784,1567.482437313565,0
922,0.011508231501792062,1558.6957217739966,0
923,0.011418943273242412,1549.9572481720834,0
924,0.011330383120755282,1541.2689551339295,0
925,0.01124256096276707,1532.6327526349519,0
926,0.011155486407532616,1524.050521358452,0
927,0.011069168751674215,1515.5241120708977,0
928,0.010983616978883197,1507.0553450140835,0
929,0.010898839758772953,1498.6460093143219,0
930,0.01081484544588226,1490.2978624088191,0
931,0.010731642078827758,1482.0126294893735,0
932,0.010649237379604257,1473.7920029635193,0
933,0.010567638753031587,1465.6376419332437,0
934,0.010486853286346692,1457.5511716913854,0
935,0.01040688774893939,1449.5341832358088,0
936,0.010327748592230478,1441.5882328014538,0
937,0.010249441949690586,1433.7148414103392,0
938,0.010171973636998203,1425.9154944395907,0
939,0.010095349152335276,1418.1916412075616,0
940,0.010019573676818687,1410.5446945780948,0
941,0.00994465207506594,1402.976030582977,0
942,0.009870588895893232,1395.4869880626175,0
943,0.009797388373144205,1388.078868324981,0
944,0.009725054426647428,1380.7529348227886,0
945,0.009653590663300834,1373.5104128490068,0
946,0.009583000378281126,1366.3524892506102,0
947,0.009513286556376259,1359.2803121606255,0
948,0.009444451873438947,1352.294990748431,0
949,0.009376498697959274,1345.3975949882913,0
950,0.009309429092754241,1338.5891554460925,0
951,0.00924324481677228,1331.870663084238,0
952,0.00917794732701057,1325.2430690846575,0
953,0.00911353778054304,1318.7072846898686,0
954,0.009050017036656902,1312.2641810620307,0
955,0.008987385659095534,1305.9145891599144,0
956,0.008925643918405496,1299.6592996337106,0
957,0.008864791794385487,1293.4990627375885,0
958,0.008804828978634964,1287.4345882599107,0
959,0.00874575487720018,1281.4665454710012,0
960,0.00868756861331538,1275.5955630883575,0
961,0.008630269030236826,1269.822229259195,0
962,0.008573854694167366,1264.1470915601933,0
963,0.00851832389726924,1258.5706570143225,0
964,0.008463674660762765,1253.0933921246087,0
965,0.008409904738108591,1247.7157229247027,0
966,0.008357011618271149,1242.4380350460922,0
967,0.00830499252906097,1237.2606738018176,0
968,0.008253844440553494,1232.18394428652,0
969,0.008203564068581989,1227.2081114926568,0
970,0.008154147878302277,1222.333400442721,0
971,0.008105592087826815,1217.5599963372756,0
972,0.008057892671925799,1212.8880447186273,0
973,0.008011045365792965,1208.3176516499525,0
974,0.007965045668873615,1203.8488839096772,0
975,0.007919888848752624,1199.4817692009199,0
976,0.00787556994509994,1195.2162963757855,0
977,0.007832083773671361,1191.0524156743181,0
978,0.007789424930362091,1186.9900389778813,0
979,0.0077475877953108434,1183.02904007677,0
980,0.007706566537052122,1179.169254951819,0
981,0.007666355116714312,1175.4104820697933,0
982,0.007626947292261335,1171.7524826923252,0
983,0.007588336622775512,1168.1949811981765,0
984,0.007550516472779346,1164.7376654185766,0
985,0.00751348001659398,1161.380186985415,0
986,0.007477220242732014,1158.1221616920304,0
987,0.007441729958322451,1154.9631698663623,0
988,0.007407001793565562,1151.902756756214,0
989,0.007373028206215387,1148.9404329263743,0
990,0.007339801486087732,1146.0756746673478,0
991,0.007307313759591423,1143.3079244154364,0
992,0.007275556994280711,1140.6365911839143,0
993,0.00724452300342659,1138.0610510050342,0
994,0.007214203450605012,1135.5806473826065,0
995,0.007184589854299778,1133.1946917548808,0
996,0.0071556735925181044,1130.9024639674683,0
997,0.007127445907416754,1128.703212756035,0
998,0.007099897909936704,1126.5961562384957,0
999,0.007073020584444337,1124.580482416438,0
1000,0.007046804793377133,1122.6553496855026,0
1001,0.0070212412818919205,1120.8198873544502,0
1002,0.006996320682513728,1119.0731961726337,0
1003,0.006972033519783304,1117.4143488656068,0
1004,0.006948370214901424,1115.8423906785858,0
1005,0.0069253210903680905,1114.356339927494,0
1006,0.0069028763746148145,1112.9551885573044,0
1007,0.006881026206628125,1111.6379027074083,0
1008,0.0068597606405625365,1110.4034232837255,0
1009,0.006839069650341204,1109.2506665372828,0
1010,0.006818943134242527,1108.1785246489744,0
1011,0.006799370919470994,1107.1858663202343,0
1012,0.006780342766710599,1106.2715373693338,0
1013,0.006761848374659159,1105.43436133303,0
1014,0.00674387738454191,1104.6731400732815,0
1015,0.00672641938460283,1103.9866543887626,0
1016,0.006709463914572041,1103.3736646308864,0
1017,0.006693000470107855,1102.8329113240698,0
1018,0.00667701850721186,1102.3631157899567,0
1019,0.0066615074466156565,1101.9629807753313,0
1020,0.00664645667813774,1101.631191083438,0
1021,0.006631855565009112,1101.3664142084403,0
1022,0.006617693448166305,1101.1673009727465,0
1023,0.0066039596505103595,1101.032486166924,0
1024,0.006590643481130509,1100.9605891919407,0
1025,0.006577734239491245,1100.9502147034564,0
1026,0.006565221219581505,1100.9999532579036,0
1027,0.00655309371402473,1101.108381960085,0
1028,0.006541341018148619,1101.2740651120275,0
1029,0.006529952434013378,1101.4955548628297,0
1030,0.006518917274397337,1101.7713918592376,0
1031,0.006508224866738816,1102.1001058966929,0
1032,0.006497864557033162,1102.4802165705971,0
1033,0.006487825713683876,1102.9102339275287,0
1034,0.006478097731306865,1103.3886591161684,0
1035,0.006468670034486776,1103.913985037676,0
1036,0.006459532081484464,1104.4846969952682,0
1037,0.006450673367894668,1105.0992733427538,0
1038,0.006442083430253001,1105.756186131777,0
1039,0.006433751849591358,1106.45390175753,0
1040,0.006425668254940917,1107.19088160269,0
1041,0.006417822326781914,1107.9655826793453,0
1042,0.006410203800439417,1108.7764582686755,0
1043,0.006402802469424331,1109.6219585581491,0
1044,0.006395608188718919,1110.5005312760125,0
1045,0.006388610878006142,1111.4106223228375,0
1046,0.00638180052484214,1112.3506763999067,0
1047,0.006375167187771251,1113.3191376342127,0
1048,0.006368700999382899,1114.3144501998488,0
1049,0.006362392169309823,1115.3350589355784,0
1050,0.006356230987167071,1116.379409958366,0
1051,0.006350207825431242,1117.4459512726617,0
1052,0.006344313142259458,1118.5331333752267,0
1053,0.0063385374842476324,1119.6394098553003,0
1054,0.006332871489127549,1120.7632379899005,0
1055,0.006327305888402387,1121.903079334065,0
1056,0.006321831509920247,1123.057400305831,0
1057,0.0063164392803853695,1124.2246727657662,0
1058,0.006311120227806675,1125.4033745908594,0
1059,0.0063058654838833335,1126.5919902425817,0
1060,0.006300666286327076,1127.7890113289434,0
1061,0.006295513981120994,1128.9929371603562,0
1062,0.006290400024714596,1130.2022752991338,0
1063,0.006285315986154912,1131.4155421024534,0
1064,0.006280253549153471,1132.6312632586094,0
1065,0.006275204514088991,1133.847974316392,0
1066,0.006270160799945657,1135.064221207434,0
1067,0.006265114446186869,1136.2785607613569,0
1068,0.0062600576145644,1137.4895612135701,0
1069,0.006254982590862877,1138.6958027055673,0
1070,0.006249881786579589,1139.895877777571,0
1071,0.006244747740539554,1141.0883918533814,0
1072,0.006239573120445919,1142.2719637172886,0
1073,0.006234350724365704,1143.4452259829138,0
1074,0.006229073482150918,1144.606825553838,0
1075,0.006223734456795182,1145.7554240758964,0
1076,0.006218326845725918,1146.889698381007,0
1077,0.006212843982032249,1148.0083409224153,0
1078,0.006207279335628765,1149.1100602012311,0
1079,0.006201626514355283,1150.1935811841463,0
1080,0.00619587926501284,1151.2576457122213,0
1081,0.006190031474336097,1152.3010129006345,0
1082,0.006184077169902388,1153.3224595292868,0
1083,0.006178010520977676,1154.3207804241677,0
1084,0.006171825839299673,1155.294788829382,0
1085,0.0061655175797984164,1156.243316769748,0
1086,0.006159080341254652,1157.1652154038823,0
1087,0.006152508866896245,1158.059355367676,0
1088,0.006145798044933114,1158.9246271080995,0
1089,0.006138942909030934,1159.759941207243,0
1090,0.006131938638724045,1160.56422869653,0
1091,0.006124780559767983,1161.336441361038,0
1092,0.006117464144432005,1162.075552033849,0
1093,0.006109985011732104,1162.7805548803863,0
1094,0.006102338927604933,1163.4504656726715,0
1095,0.0060945218050231014,1164.0843220534464,0
1096,0.006086529704052386,1164.6811837901237,0
1097,0.006078358831851296,1165.2401330185082,0
1098,0.006070005542613581,1165.7602744762623,0
1099,0.006061466337454151,1166.240735726065,0
1100,0.00605273786423902,1166.6806673684432,0
1101,0.006043816917359817,1167.0792432442436,0
1102,0.006034700437453451,1167.4356606267188,0
1103,0.006025385511067509,1167.7491404032096,0
1104,0.006015869370272049,1168.0189272464056,0
1105,0.006006149392218371,1168.2442897751762,0
1106,0.005996223098645415,1168.424520704955,0
1107,0.005986088155334454,1168.5589369876832,0
1108,0.005975742371512747,1168.646879941303,0
1109,0.005965183699206814,1168.6877153688115,0
1110,0.005954410232546048,1168.680833666877,0
1111,0.005943420207017366,1168.625649924033,0
1112,0.005932211998671594,1168.521604008462,0
1113,0.005920784123282346,1168.3681606453913,0
1114,0.005909135235458122,1168.164809484124,0
1115,0.005897264127708359,1167.9110651547235,0
1116,0.005885169729464244,1167.6064673144003,0
1117,0.005872851106055016,1167.2505806836166,0
1118,0.005860307457640539,1166.8429950719558,0
1119,0.005847538118100992,1166.3833253938033,0
1120,0.0058345425538844035,1165.871211673874,0
1121,0.005821320362812906,1165.306319042647,0
1122,0.005807871272848479,1164.688337721751,0
1123,0.005794195140819046,1164.0169829993654,0
1124,0.005780291951105739,1163.2919951956935,0
1125,0.005766161814292178,1162.513139618571,0
1126,0.005751804965776638,1161.6802065092845,0
1127,0.005737221764347911,1160.7930109786598,0
1128,0.005722412690725806,1159.8513929335093,0
1129,0.005707378346067058,1158.8552169934999,0
1130,0.005692119450437635,1157.8043723985436,0
1131,0.0056766368412522325,1156.6987729067748,0
1132,0.005660931471681894,1155.5383566832186,0
1133,0.00564500440903064,1154.3230861792351,0
1134,0.005628856833082011,1153.0529480028358,0
1135,0.0056124900344164,1151.7279527799694,0
1136,0.005595905412700125,1150.3481350068832,0
1137,0.005579104474947121,1148.9135528936583,0
1138,0.005562088833754165,1147.4242881990301,0
1139,0.005544860205510578,1145.8804460566073,0
1140,0.005527420408583286,1144.2821547925942,0
1141,0.005509771361478208,1142.6295657351454,0
1142,0.005491915080978838,1140.9228530154617,0
1143,0.005473853680263016,1139.162213360756,0
1144,0.005455589366998752,1137.3478658792123,0
1145,0.005437124441420055,1135.4800518370637,0
1146,0.005418461294383725,1133.5590344279256,0
1147,0.005399602405407987,1131.58509853451,0
1148,0.0053805503406939206,1129.5585504828632,0
1149,0.005361307751130624,1127.4797177892576,0
1150,0.005341877370285028,1125.3489488998896,0
1151,0.005322262012377272,1123.1666129235114,0
1152,0.005302464570242596,1120.9330993571548,0
1153,0.005282488013280665,1118.6488178050888,0
1154,0.005262335385393217,1116.3141976911588,0
1155,0.005242009802910999,1113.9296879646622,0
1156,0.0052215144525108795,1111.4957567999152,0
1157,0.005200852589124054,1109.0128912896598,0
1158,0.005180027533836249,1106.4815971324756,0
1159,0.005159042671780846,1103.9023983143516,0
1160,0.0051379014500258155,1101.2758367845784,0
1161,0.005116607375455344,1098.6024721261263,0
1162,0.005095164012647092,1095.8828812206716,0
1163,0.005073574981745901,1093.1176579084354,0
1164,0.0050518439563349,1090.3074126430026,0
1165,0.005029974661304846,1087.4527721412942,0
1166,0.00500797087072257,1084.554379028851,0
1167,0.004985836405699416,1081.6128914806143,0
1168,0.004963575132260506,1078.6289828573615,0
1169,0.004941190959215686,1075.6033413379807,0
1170,0.004918687836033005,1072.5366695477483,0
1171,0.0048960697507155595,1069.429684182795,0
1172,0.004873340727682514,1066.2831156309255,0
1173,0.004850504825655132,1063.0977075889728,0
1174,0.004827566135548634,1059.8742166768668,0
1175,0.004804528778370664,1056.6134120485888,0
1176,0.004781396903127177,1053.3160750001935,0
1177,0.004758174684736511,1049.982998575076,0
1178,0.004734866321952442,1046.6149871666605,0
1179,0.004711476035296954,1043.2128561186937,0
1180,0.004688008065003518,1039.7774313233178,0
1181,0.004664466668971585,1036.3095488171036,0
1182,0.004640856120733054,1032.8100543752237,0
1183,0.004617180707431423,1029.279803103942,0
1184,0.0045934447278143335,1025.7196590316028,0
1185,0.004569652490240223,1022.1304946982924,0
1186,0.004545808310699768,1018.5131907443566,0
1187,0.004521916510852771,1014.8686354979475,0
1188,0.0044979814160812015,1011.1977245617809,0
1189,0.004474007353559014,1007.5013603992774,0
1190,0.004449998650339379,1003.7804519202656,0
1191,0.004425959631459979,1000.0359140664223,0
1192,0.004401894618066973,996.2686673966232,0
1193,0.004377807925558229,992.4796376723797,0
1194,0.004353703861746416,988.6697554435326,0
1195,0.004329586725042542,984.8399556343753,0
1196,0.004305460802660493,980.9911771303775,0
1197,0.004281330368843127,977.1243623656791,0
1198,0.004257199683110443,973.2404569115195,0
1199,0.00423307298853039,969.3404090657747,0
1200,0.0042089545100127725,965.425169443762,0
1201,0.004184848452626787,961.4956905704807,0
1202,0.004160758999942653,957.5529264744495,0
1203,0.004136690312397808,953.5978322833,0
1204,0.004112646525688117,949.6313638212889,0
1205,0.004088631749184552,945.654477208886,0
1206,0.004064650064375725,941.6681284645897,0
1207,0.004040705523336739,937.6732731091294,0
1208,0.004016802147224705,933.6708657722047,0
1209,0.003992943924801321,929.6618598019091,0
1210,0.003969134810982884,925.6472068769907,0
1211,0.003945378725418095,921.6278566220932,0
1212,0.003921679551093941,917.6047562261202,0
1213,0.0038980411329700656,913.5788500638691,0
1214,0.0038744672766418235,909.5510793210659,0
1215,0.0038509617470324172,905.5223816229482,0
1216,0.003827528267114309,901.4936906665216,0
1217,0.0038041705166602245,897.4659358566295,0
1218,0.0037808921310239535,893.4400419459597,0
1219,0.0037576966999512186,889.416928679122,0
1220,0.00373458776642079,885.3975104409143,0
1221,0.003711568825516082,881.3826959089068,0
1222,0.003688643323327398,877.3733877104592,0
1223,0.0036658146558849916,873.3704820842878,0
1224,0.0036430861681231315,869.374868546702,0
1225,0.003620461152875273,865.3874295626146,0
1226,0.003597942849900501,861.4090402214405,0
1227,0.0035755344449413277,857.4405679179869,0
1228,0.0035532390688129646,853.4828720384385,0
1229,0.003531059796524154,849.5368036515404,0
1230,0.0035089996464296148,845.6032052050718,0
1231,0.00348706157941417,841.6829102277089,0
1232,0.003465248498108608,837.7767430363672,0
1233,0.0034435632461372796,833.8855184491109,0
1234,0.00342200860739747,830.0100415037164,0
1235,0.003400587305370538,826.1511071819716,0
1236,0.003379302002464812,822.3095001397919,0
1237,0.0033581552993902026,818.4859944432263,0
1238,0.0033371497345645144,814.6813533104319,0
1239,0.003316287783551393,810.8963288596817,0
1240,0.003295571858529833,807.1316618634781,0
1241,0.003275004307795184,803.388081508832,0
1242,0.0032545874152915565,799.6663051637715,0
1243,0.0032343234001755176,795.9670381501381,0
1244,0.003214214416410967,792.290973522722,0
1245,0.003194262552395064,788.6387918547923,0
1246,0.00317446983061506,785.0111610300688,0
1247,0.003154838207335889,781.4087360411812,0
1248,0.0031353695723183458,777.8321587946567,0
1249,0.003116065748567679,774.2820579224783,0
1250,0.003096928492112415,770.7590486002471,0
1251,0.0030779594918132025,767.2637323719828,0
1252,0.003059160369201481,763.7966969815922,0
1253,0.0030405326783477455,760.3585162110332,0
1254,0.003022077905759175,756.949749725196,0
1255,0.003003797470306395,753.5709429235259,0
1256,0.0029856927231791002,750.2226267983996,0
1257,0.0029677649478703026,746.9053178002764,0
1258,0.0029500153601889124,743.6195177096309,0
1259,0.0029324451083003853,740.365713515677,0
1260,0.0029150552727951365,737.14437730189,0
1261,0.002897846866784429,733.9559661383277,0
1262,0.002880820836023428,730.8009219807523,0
1263,0.002863978059061093,727.6796715765457,0
1264,0.0028473193474166133,724.5926263774193,0
1265,0.0028308454457820135,721.5401824588998,0
1266,0.0028145570322506233,718.5227204465884,0
1267,0.002798454718571041,715.5406054491712,0
1268,0.002782539050426249,712.5941869981683,0
1269,0.002766810507737512,709.6837989944003,0
1270,0.0027512695049926855,706.8097596611453,0
1271,0.002735916391598566,703.972371503968,0
1272,0.0027207514522568964,701.1719212771854,0
1273,0.00270577490736363,698.4086799569424,0
1274,0.002690986913431079,695.6829027208632,0
1275,0.0026763875635325137,692.9948289342398,0
1276,0.002661976887768848,690.3446821427241,0
1277,0.002647754853756957,687.7326700714748,0
1278,0.002633721367139243,685.1589846307251,0
1279,0.0026198762721140125,682.6238019277159,0
1280,0.002606219351986243,680.1272822849535,0
1281,0.002592750329738302,677.6695702647353,0
1282,0.0025794688686202054,675.250794699896,0
1283,0.0025663745727589468,672.8710687307147,0
1284,0.0025534669877864836,670.5304898479278,0
