"hilbert_index","col","row","temperature_uK","frequency_hz"
1024,1,32,-1.8813323057926237,437.2728106758886
1025,1,33,-1.9440353175833596,430.0292595176706
1026,1,34,-1.0453434945001778,546.352292941332
1027,2,34,-1.6291034877130928,467.66434389838946
1028,2,33,-0.8283571190119531,578.86482047505
1029,3,33,-0.8912422562685891,569.2481370440645
1030,4,33,-1.4402771328679735,491.79108671921983
1031,4,34,-0.6489523551884476,607.2024475056276
1032,3,34,-0.05294558238607683,711.6868211687381
1033,3,35,-1.770127188073931,450.42078799588296
1034,4,35,-2.3739115472453136,383.49806992205527
1035,4,36,-1.534286086521644,479.6276626782213
1036,3,36,-1.9423858103224825,430.2182676551902
1037,2,36,-1.945170854183031,429.899192765149
1038,2,35,-2.3643430959366616,384.47686393988204
1039,1,35,-1.057895282774071,544.5284588715699
1040,1,36,-1.9361610209519922,430.9322812635421
1041,1,37,-1.7933283166881426,447.6454304897146
1042,2,37,-3.0543675853874173,319.91702820852845
1043,2,38,-2.9421981230126355,329.62100513264204
1044,1,38,-1.601282859631774,471.1432634640043
1045,1,39,-1.9116204279515603,433.7587703686956
1046,1,40,-0.35554384970246433,656.567846661012
1047,2,40,-1.5597353990296552,476.3869407879424
1048,2,39,-3.190683871004713,308.5078017117012
1049,3,39,-3.9901739820000524,249.32658994519397
1050,3,40,-1.7367273051316556,454.4463799858512
1051,4,40,-0.4585772121790398,638.7914513268772
1052,4,39,-2.625035983936692,358.681658723826
1053,4,38,-4.035694679244633,246.32134600195386
1054,3,38,-3.3792443924882045,293.3935168577649
1055,3,37,-3.0099995453541153,323.72075718592646
1056,4,37,-3.850486117550439,258.77950631191635
1057,5,37,-2.9599293754024445,328.0676819608578
1058,6,37,-1.6377295168426875,466.59090057562355
1059,6,38,-1.1526280160519158,530.9583000083128
1060,5,38,-3.393130950909912,292.3101515615661
1061,5,39,-2.4454815675511803,376.2554854248622
1062,5,40,-1.2202469151742377,521.4794507814235
1063,6,40,-0.8640328670649313,573.3893561291486
1064,6,39,-1.2228249027469225,521.1214353574659
1065,7,39,-1.571517760544475,474.89399641418134
1066,7,40,-0.24508129031099035,676.1758441885074
1067,8,40,-2.57987272792177,363.02318537272987
1068,8,39,-2.2775008901050677,393.4753037731816
1069,8,38,-2.3775383924541496,383.127717443337
1070,7,38,-2.3954617258416295,381.3027346147889
1071,7,37,-2.1127181870631437,411.1328005891137
1072,8,37,-1.104118028678978,537.8644123158456
1073,8,36,-0.48275789377302997,634.6897651853321
1074,8,35,-0.9037652336055904,567.3522265624084
1075,7,35,-0.41853714743343035,645.6416788687172
1076,7,36,-1.0036040231861907,552.4612817615549
1077,6,36,-1.7928611557235419,447.7011440057687
1078,5,36,-1.9962116756643549,424.09331523900755
1079,5,35,-0.8754756474741174,571.6441277782741
1080,6,35,-1.0601194221713426,544.2059165029741
1081,6,34,0.3730264922335844,797.2087441879761
1082,5,34,-0.45656687224926845,639.133649537385
1083,5,33,-0.04612703748129032,712.9807427822047
1084,6,33,0.3178478185976925,785.5758415264473
1085,7,33,0.14686028245663163,750.5948834241296
1086,7,34,-0.09165966282770777,704.3846314628956
1087,8,34,-0.3848995483387273,651.4532921110386
1088,8,33,-0.654514674269881,606.3033629773159
1089,9,33,-2.092173540124185,413.38913078350987
1090,10,33,-1.3513269828659626,503.5838590404092
1091,10,34,-0.5346327708914598,625.9790458047606
1092,9,34,-1.4902410551097156,485.2885484215247
1093,9,35,0.24146325318049144,769.7518740055602
1094,9,36,-1.414115979831742,495.2305020324622
1095,10,36,-0.6262657553326437,610.8833032469686
1096,10,35,-0.1814067389228416,687.7435445001495
1097,11,35,-0.6681395978237477,604.1066720408164
1098,11,36,0.2569176874104018,772.9275122145393
1099,12,36,0.7584549359035818,883.4143720950095
1100,12,35,-1.2911208607817295,511.7258899443655
1101,12,34,-3.2374219030571707,304.69039418832
1102,11,34,-1.2310339842479716,519.9830440928855
1103,11,33,-1.225784847305796,520.7106791459161
1104,12,33,-2.2942336711077216,391.72525218317446
1105,13,33,-1.4570338086597856,489.6006415618305
1106,13,34,-3.2015848089540184,307.61319445559946
1107,14,34,-3.0193355311984664,322.9166320863817
1108,14,33,-2.5398113872811283,366.91822791847625
1109,15,33,-1.068325838702544,543.0174826361667
1110,16,33,-0.6295617323336813,610.3471553371177
1111,16,34,-0.6475399512128927,607.4309584434185
1112,15,34,-0.5501821280436459,623.3913936893882
1113,15,35,-1.48759841507016,485.63031042332574
1114,16,35,-1.4648973978783364,488.5760734727763
1115,16,36,-2.3476252276966396,386.1929987531043
1116,15,36,-1.9486191104940453,429.50446329537755
1117,14,36,-1.6508164757749149,464.9670314940465
1118,14,35,-1.4711627218731245,487.7612825446147
1119,13,35,-1.7036047847198938,458.47407280466683
1120,13,36,-0.3706190814868935,653.9363387985019
1121,13,37,0.1388840330391331,749.001663095173
1122,13,38,-0.10191130466496595,702.4635612550279
1123,14,38,-0.8626287630070686,573.6038737585532
1124,14,37,-0.46030875166513374,638.4968571391894
1125,15,37,-0.47369110495230476,636.224638148517
1126,16,37,-0.3184678580352587,663.0849072519995
1127,16,38,-0.12521432879141758,698.1162414025997
1128,15,38,-1.3635886495689897,501.9415872558934
1129,15,39,-0.31277844458137677,664.0906771675508
1130,16,39,0.2770133616095981,777.0764526327898
1131,16,40,-1.4096632902448563,495.81828940300124
1132,15,40,-1.5368831150739861,479.29594885905595
1133,14,40,-0.3797888124937702,652.3408470334376
1134,14,39,-0.1624731051599878,691.221220080307
1135,13,39,-0.13455456594424628,696.381326069233
1136,13,40,1.3443098949747445,1032.6314544292447
1137,12,40,0.9802754964555578,937.1910695227336
1138,11,40,-0.6073698972815829,613.9661451738617
1139,11,39,-0.14253025538599728,694.9032836517947
1140,12,39,1.1912005233191183,991.359691243789
1141,12,38,1.1780172853474131,987.8841392471467
1142,12,37,1.4314429872063714,1056.8814424591778
1143,11,37,0.202620320030503,761.8277626337623
1144,11,38,0.6331280118055139,854.4067612190436
1145,10,38,-0.3856599227026869,651.3213450853805
1146,10,37,-0.4768736348349854,635.6854606929694
1147,9,37,-0.6194353347338449,611.995889598648
1148,9,38,-2.0393174585544998,419.25116104927474
1149,9,39,-3.0013670904403322,324.4660675692528
1150,10,39,-1.1620572768044468,529.6262345941079
1151,10,40,-0.23103580101458665,678.7106349780038
1152,9,40,-3.1376163700782698,312.90019364262747
1153,9,41,-2.5370446944803495,367.1887627104225
1154,10,41,-1.125031706917098,534.8760942277639
1155,10,42,-1.4627392673814925,488.85704841250106
1156,9,42,-2.647007604421323,356.5883479519405
1157,9,43,-3.083048534378723,317.48199078499783
1158,9,44,-2.0278485772399857,420.5340580570569
1159,10,44,-0.6215117594436019,611.6574529207899
1160,10,43,-1.378013036982388,500.01650519841235
1161,11,43,-1.4645678608868495,488.6189666553747
1162,11,44,-1.3413971389388735,504.91775393869034
1163,12,44,-0.47075557284383895,636.7223752156515
1164,12,43,-1.2439910957238005,518.1912797368992
1165,12,42,-0.7831014248392296,585.8858985574522
1166,11,42,-1.8359571287347194,442.59060024302687
1167,11,41,-0.9565046040960391,559.4368194053037
1168,12,41,1.7610990637667467,1153.8943770530634
1169,13,41,1.2455634884737867,1005.8212734096685
1170,13,42,-0.43461698354186007,642.881888052444
1171,14,42,-1.0275486955731759,548.9484352406178
1172,14,41,-0.2502358335031112,675.24797974887
1173,15,41,-2.033348435487019,419.9183605503459
1174,16,41,-2.168048386468935,405.1171804897475
1175,16,42,-1.940113422123329,430.47878441777465
1176,15,42,-1.8961561624538472,435.54939802793325
1177,15,43,0.46723534122042604,817.4695991878659
1178,16,43,-0.2172842498765708,681.2015844821972
1179,16,44,0.26426898855740066,774.4426814627606
1180,15,44,0.23580119494402235,768.5916804977023
1181,14,44,-0.30546033550471363,665.3866100457539
1182,14,43,-0.329838491576397,661.079377790681
1183,13,43,-0.36101983638520463,655.6107449353163
1184,13,44,-0.9881517464939512,554.7401612060646
1185,13,45,-1.388342605623135,498.64245701969753
1186,13,46,-0.6953760286218451,599.7392812719361
1187,14,46,-2.1694683954941114,404.96395801764606
1188,14,45,-1.1531729681918457,530.8812238441042
1189,15,45,-1.3212596205125546,507.633723297517
1190,16,45,-0.6157308511254634,612.6001488906612
1191,16,46,-1.7568606150382389,452.0154831984603
1192,15,46,-2.2364760935319126,397.79916865089706
1193,15,47,-3.119080281137058,314.44911543947126
1194,16,47,-1.5707772050624795,474.9876943366388
1195,16,48,-1.889010590811885,436.3792882696049
1196,15,48,-1.5711329481298524,474.94268205104066
1197,14,48,-1.9179856465950005,433.0238737081804
1198,14,47,-1.741755942894519,453.83799991639887
1199,13,47,-1.289585039288903,511.93530110252567
1200,13,48,-1.261088239271674,515.8364590539494
1201,12,48,-0.7566097193089774,590.0353357401655
1202,11,48,-0.002815541875623495,721.2548607222627
1203,11,47,-0.4414003267513038,641.7212000915545
1204,12,47,-1.2700360169659342,514.6083341045182
1205,12,46,-0.1672368837983452,690.344570699272
1206,12,45,-0.2241396658427639,679.9586569986895
1207,11,45,-0.750394825659531,591.0130323991473
1208,11,46,-0.8936830835969685,568.8781126747978
1209,10,46,-1.5273235607793267,480.51810687370147
1210,10,45,-0.7010670929426583,598.8307086302126
1211,9,45,-2.878894024556935,335.22692260675103
1212,9,46,-2.12735676372886,409.5326263146716
1213,9,47,-0.9127193786872605,566.0004906372001
1214,10,47,-0.9934739118880009,553.9541966227962
1215,10,48,-0.4721084848546515,636.4929325158693
1216,9,48,-0.8570379293036036,574.4588320899596
1217,8,48,-1.122404029624764,535.2506444603463
1218,8,47,-1.1652001944539443,529.182979705932
1219,7,47,-0.747648991587291,591.4455094216785
1220,7,48,-0.14661452242364814,694.1476085913237
1221,6,48,0.41697350600282984,806.5968718006758
1222,5,48,-0.12857553319569254,697.4914125399799
1223,5,47,-0.9758735061761826,556.5576387010607
1224,6,47,-0.26677132949177307,672.2800257257455
1225,6,46,-1.0287439582050202,548.7736685780292
1226,5,46,-1.7673130001721624,450.7585938436242
1227,5,45,-1.0541633044824783,545.0700960122496
1228,6,45,-2.4238807804845015,378.4268633328399
1229,7,45,-2.8800257810875407,335.1258672656809
1230,7,46,-0.9813683796362456,555.7435291377805
1231,8,46,-1.5520575505402863,477.3623266331384
1232,8,45,-3.64106766493026,273.6268373521313
1233,8,44,-4.817677649634094,200
1234,7,44,-3.409993393520159,290.99999820824894
1235,7,43,-2.7770844224087305,344.4433636252133
1236,8,43,-3.537816761984608,281.25766988129243
1237,8,42,-2.4974020753067117,371.08710367088787
1238,8,41,-1.5153550799832967,482.0526325520209
1239,7,41,-0.8727815911933824,572.0545407758369
1240,7,42,-1.3882368147453017,498.6565102587944
1241,6,42,-1.4179028023550733,494.7311622853648
1242,6,41,-1.5078237746558023,483.0207617026878
1243,5,41,-0.7245771553395519,595.0919159022887
1244,5,42,-2.6682693105215334,354.5743049636951
1245,5,43,-2.970425335978419,327.15164825419885
1246,6,43,-2.596710420433167,361.39847438290514
1247,6,44,-3.7481200118099176,265.93359002951337
1248,5,44,-2.989625515155934,325.4825687676124
1249,4,44,-0.7205022332361786,595.7382721473138
1250,3,44,-1.6358169310641837,466.828694454733
1251,3,43,-1.4300306260863573,493.13534338596503
1252,4,43,-1.3943018747333962,497.85146808660033
1253,4,42,-1.5281643656560395,480.4104878166963
1254,4,41,-0.02762337301130313,716.5039583978349
1255,3,41,0.2939224184777983,780.5847346237085
1256,3,42,-0.8868900342492705,569.9085221831705
1257,2,42,-0.7115307891368358,597.1637805437283
1258,2,41,0.15786955112228118,752.7995043669958
1259,1,41,0.10208141005343302,741.6941907144119
1260,1,42,-0.1877452615499628,686.583216452774
1261,1,43,-1.8216878716700886,444.27622963771995
1262,2,43,-2.0322974562587075,420.03594574323506
1263,2,44,-1.7358825301902971,454.54866343890956
1264,1,44,-1.6589421960733017,463.9616129304616
1265,1,45,-1.187809390584595,526.0052526423368
1266,1,46,-1.9892781527223644,424.87737537889234
1267,2,46,-2.164960352634049,405.45058709588375
1268,2,45,-0.5307544735776768,626.6261259978479
1269,3,45,-0.418550037496457,645.6394618023483
1270,4,45,-1.1198519160120226,535.6146748883579
1271,4,46,-0.8805235155349431,570.8759272406696
1272,3,46,-1.3099963742897969,509.15917549183894
1273,3,47,-2.0628408442934285,416.63209242086447
1274,4,47,-0.6505489840288843,606.9442345875026
1275,4,48,-0.5399119095797447,625.0993138706647
1276,3,48,-1.2702787733173637,514.5750554150818
1277,2,48,-1.5147593431022337,482.12914220807966
1278,2,47,-2.557123917138811,365.22988151909686
1279,1,47,-2.2400990741890623,397.41541443241016
1280,1,48,-1.4105978632078768,495.6948611635446
1281,1,49,-1.832380679577388,443.01248515002953
1282,2,49,-0.12236192034569829,698.6469270136803
1283,2,50,-1.960418124573124,428.15654405452915
1284,1,50,-1.7660640205688722,450.90859840144014
1285,1,51,-2.00623526991207,422.962379231366
1286,1,52,-2.779871675602672,344.187701816181
1287,2,52,-2.613925813516759,359.74483576302816
1288,2,51,-2.439589149253895,376.8465707247326
1289,3,51,-3.605194180647569,276.2543326548434
1290,3,52,-1.6470220611449709,465.437271207859
1291,4,52,-1.160317448180633,529.8717673571043
1292,4,51,-2.836981525982349,338.99085735767824
1293,4,50,-2.726641702098302,349.10319747685287
1294,3,50,-1.91448861607427,433.4274693013931
1295,3,49,-0.31925594789476747,662.9457095279039
1296,4,49,-1.574673433970521,474.4949356438059
1297,5,49,-0.4614971378931143,638.2947505508179
1298,5,50,-0.8495004768316013,575.6134876115768
1299,6,50,-1.3238683790662935,507.2810551065266
1300,6,49,-0.521743582384009,628.1321449920273
1301,7,49,0.4934005591642141,823.1875878330909
1302,8,49,-0.4688779733442061,637.0409376291619
1303,8,50,0.017874355015584875,725.2412282430898
1304,7,50,-0.39286888272161835,650.0717082661084
1305,7,51,0.5405984163176132,833.6032549307008
1306,8,51,0.06669767274012539,734.7356823206206
1307,8,52,-0.0993094350476838,702.9506327263451
1308,7,52,-1.2071581046737871,523.3009441720625
1309,6,52,-0.5852951598110365,617.5873276837914
1310,6,51,-1.282823954343257,512.8582028832096
1311,5,51,-2.048745084417818,418.19952806245516
1312,5,52,-1.8757799243291382,437.9200812195701
1313,5,53,-1.3528121475911545,503.3846571951124
1314,5,54,-1.7957242061898173,447.35980616457675
1315,6,54,-2.9714328381117667,327.0638532816494
1316,6,53,-1.1121218409994795,536.7187948493265
1317,7,53,-1.535597422082796,479.4601394447658
1318,8,53,-1.6408978051941951,466.19725031744485
1319,8,54,-2.6366888946381017,357.5699205781773
1320,7,54,-2.6541893643855623,355.9067700659097
1321,7,55,-2.3220942072638775,388.8286209818849
1322,8,55,-1.6014805509100374,471.118451456708
1323,8,56,-0.28151793282906457,669.6441661638921
1324,7,56,-0.5350554054007861,625.9085711196868
1325,6,56,-0.25094204059914005,675.1209552882499
1326,6,55,-1.499489663213477,484.09435586725823
1327,5,55,-2.4807132964505065,372.7405839891373
1328,5,56,-0.5971083534189807,615.6468200744689
1329,4,56,0.064562856077508,734.317947124823
1330,3,56,-0.6333630538296466,609.7293886471475
1331,3,55,-0.8691589846830424,572.6068738095491
1332,4,55,-0.6133177517007323,612.9940840599621
1333,4,54,0.7617246432707169,884.1842030077222
1334,4,53,0.19238034659327363,759.75238926103
1335,3,53,-0.1599762039623796,691.6811542853937
1336,3,54,0.09851094615903233,740.9890499263402
1337,2,54,-1.1487914835105584,531.5012428294144
1338,2,53,-1.8986919132297078,435.2552742428968
1339,1,53,-1.872038569719978,438.35677099309055
1340,1,54,-1.630057590411813,467.5454917510348
1341,1,55,-0.6945189906390108,599.8762258947307
1342,2,55,-0.656045640167005,606.0561337710321
1343,2,56,-0.9122716340851205,566.0680065134668
1344,1,56,-0.34052783172982115,659.1995453535362
1345,1,57,0.3692207850640996,796.4009139049856
1346,1,58,-1.4115091091879046,495.57454328375303
1347,2,58,-1.8789971053572752,437.54492071896954
1348,2,57,-0.41261727580081975,646.6606906033579
1349,3,57,-0.6567652958251671,605.9399544574503
1350,4,57,-1.5817322605293136,473.60350274186305
1351,4,58,-1.9034441929795718,434.7045882865648
1352,3,58,-1.6787300064882336,461.52229475438855
1353,3,59,-1.171094967674762,528.3526226990061
1354,4,59,-1.9712908896016366,426.9181849100505
1355,4,60,-1.007392266099728,551.9040275188294
1356,3,60,-0.594222153137369,616.1203614346539
1357,2,60,-0.16109356896329552,691.4752955919397
1358,2,59,-0.5732955857369392,619.5647133525681
1359,1,59,-1.1328713089608873,533.7601907757285
1360,1,60,-0.8648046992502999,573.2714705438106
1361,1,61,-0.5058536207284893,630.7967094671652
1362,2,61,-0.9529220208973723,559.9709991705971
1363,2,62,-1.3752583909211515,500.3835696661746
1364,1,62,1.7679855439752887,1156.0131998179984
1365,1,63,-0.7396283078817393,592.7106041083239
1366,1,64,-1.9795370805517503,425.98136967420805
1367,2,64,-2.551374558013997,365.78970512938184
1368,2,63,-1.9635276266893127,427.8020194198266
1369,3,63,-2.091464024866422,413.4672746108036
1370,3,64,-1.0464857451500809,546.1860661776237
1371,4,64,-1.1462852224227025,531.8562265413426
1372,4,63,-1.4014137520781014,496.90913259366505
1373,4,62,-1.2721319874082195,514.3210751547958
1374,3,62,-2.3493141538615028,386.01927859985875
1375,3,61,-0.9707557207151928,557.3169522532695
1376,4,61,-1.059731909356159,544.2620994590753
1377,5,61,-1.0709435828507405,542.6389333529039
1378,6,61,0.6563115250032926,859.6999644952991
1379,6,62,-1.1239588618472278,535.0289863474687
1380,5,62,-2.01283578376533,422.219307810112
1381,5,63,-1.1859261390159241,526.2692139105196
1382,5,64,-0.6969786054813393,599.4832921558519
1383,6,64,-0.705223336548096,598.168038353896
1384,6,63,-0.7435073399234726,592.098430601389
1385,7,63,-1.2544506123566852,516.7493980167078
1386,7,64,-1.132197514445823,533.8560084157691
1387,8,64,-1.2965698582192822,510.9836032773567
1388,8,63,-0.4477624827075814,640.6344853620433
1389,8,62,-0.5270862840562192,627.2387659553132
1390,7,62,0.325137089426651,787.1027984426922
1391,7,61,-0.9249062625218606,564.1659069576517
1392,8,61,0.3752778732005134,797.6870262893636
1393,8,60,-1.251444360418122,517.1634092364641
1394,8,59,-1.1570725243187434,530.3300103758268
1395,7,59,-2.574938519681341,363.50068181798497
1396,7,60,-0.8131134394294727,581.2203140365176
1397,6,60,-1.746618288008468,453.2505129554623
1398,5,60,-2.2424957617480934,397.1617553982934
1399,5,59,-2.0380486900573,419.3928914121896
1400,6,59,-1.8663050156286662,439.02683484562095
1401,6,58,-1.8848890601371586,436.8586837665769
1402,5,58,-1.380387847013426,499.7002711081238
1403,5,57,-0.9151201663355318,565.638610685654
1404,6,57,-0.7817722147194348,586.0933977539571
1405,7,57,-0.5499462598782052,623.4305657679422
1406,7,58,-1.8230127091107726,444.1194564191144
1407,8,58,-1.805906820877898,446.1479245314126
1408,8,57,-0.2792582898047866,670.0473911983829
1409,9,57,-0.23828047121949697,677.4020043091463
1410,9,58,0.5450826519423093,834.5996695624453
1411,10,58,1.1418925543751337,978.4227390359106
1412,10,57,1.0550067427244458,956.0359514422676
1413,11,57,1.285689814222474,1016.630791710899
1414,12,57,0.9978566414961425,941.5907948785645
1415,12,58,0.8620663813177318,908.1380181950367
1416,11,58,1.2603652262804839,1009.7952279482784
1417,11,59,0.2643083154508781,774.4507950710628
1418,12,59,0.5945235162802587,845.664895605214
1419,12,60,-0.4257538841446151,644.4016041480431
1420,11,60,-0.4341210748702175,642.9668245642815
1421,10,60,0.009657730834346456,723.6554826192428
1422,10,59,0.13196273487333987,747.6219052853462
1423,9,59,0.25952480366943387,773.4645227793749
1424,9,60,0.1765452016628936,756.5541477858786
1425,9,61,0.2385036159866334,769.1452063030722
1426,10,61,-0.3176126578199826,663.2359915244626
1427,10,62,-0.47037504116314754,636.7869251470343
1428,9,62,-0.8310197738987405,578.4543604587757
1429,9,63,-0.014491844645821872,719.0148418989515
1430,9,64,0.4641664403415713,816.8015479149567
1431,10,64,-0.003916251347828803,721.0433995548424
1432,10,63,-0.22685460382517275,679.4670498180196
1433,11,63,1.3041756099750623,1021.6496398245287
1434,11,64,-0.2805314005505253,669.82017938877
1435,12,64,-1.0272339155586327,548.9944704107843
1436,12,63,0.33301962155676756,788.7573721327435
1437,12,62,0.9019864774392807,917.8473113570998
1438,11,62,-0.04233823963092842,713.7007407443992
1439,11,61,-0.6997493861153059,599.0409566571757
1440,12,61,-0.81456224822611,580.99602869428
1441,13,61,-0.699858430624317,599.0235551505803
1442,14,61,0.1171718169586615,744.6818557773905
1443,14,62,-0.15587254673224185,692.4377210706014
1444,13,62,-0.02142668567143524,717.6877344040122
1445,13,63,-0.6810190233478346,602.0374927113643
1446,13,64,-0.4371203445260689,642.4532973903368
1447,14,64,-0.5194641995437486,628.5136787748766
1448,14,63,0.3686942983914599,796.2892220466588
1449,15,63,0.9547472663116597,930.8391385086462
1450,15,64,0.47526760462026657,819.2206837739075
1451,16,64,1.239074097008324,1004.0839435351141
1452,16,63,1.5783699983156572,1099.0693407398485
1453,16,62,1.655838382155116,1121.987066350318
1454,15,62,0.6324729613571718,854.2576760738118
1455,15,61,-0.31465996004296237,663.7578956646963
1456,16,61,1.882570505749117,1191.8449987148967
1457,16,60,1.8564636141855062,1183.5846490339682
1458,16,59,1.1506307336906736,980.7030071459495
1459,15,59,0.8324563907582152,901.002734930101
1460,15,60,0.7292800146870161,876.5749346766985
1461,14,60,-0.0500635226188896,712.2334486717048
1462,13,60,-1.076159551845046,541.8854440438407
1463,13,59,0.11802788215933457,744.8517035980714
1464,14,59,0.7542399183488526,882.4229630380005
1465,14,58,1.6393107342054842,1117.0578712629829
1466,13,58,2.366379512973403,1355.7961354352342
1467,13,57,1.3685650717755204,1039.3254666406729
1468,14,57,0.13789614453870183,748.8045722704201
1469,15,57,0.32568841347235583,787.2184104987962
1470,15,58,0.751408289732953,881.7575640421334
1471,16,58,-0.2810752110462849,669.7231491286833
1472,16,57,-0.9454778969064903,561.0825841565985
1473,16,56,0.14351912316079385,749.9270896622702
1474,15,56,-0.5676936345220688,620.4900141560587
1475,15,55,-0.7606487202800696,589.4008071528608
1476,16,55,-0.6642590501675881,604.7315050935676
1477,16,54,-0.6963902551647336,599.5772601488541
1478,16,53,0.0978562019178758,740.8598154333888
1479,15,53,-0.782843020513481,585.9262315655769
1480,15,54,-0.4499399680066751,640.2629737192015
1481,14,54,-1.059575143939685,544.2848295023483
1482,14,53,-1.947083626474703,429.6801887398038
1483,13,53,1.0182446484350887,946.7188153900628
1484,13,54,0.44331135439645175,812.2761631161637
1485,13,55,-0.17365338332418234,689.1655381542589
1486,14,55,-0.8827267321526737,570.5409584662274
1487,14,56,-0.6082733724594268,613.8183905001299
1488,13,56,0.5205040402624195,829.1527952551305
1489,12,56,0.2606519590462337,773.6968083492703
1490,12,55,1.4309797496446266,1056.7510248954488
1491,11,55,0.8436617006156057,903.6963230301883
1492,11,56,-0.8502905886378173,575.4923422896791
1493,10,56,-0.40793996507533337,647.4669524800192
1494,9,56,-1.2722285956531512,514.3078385755138
1495,9,55,-1.5537778760670755,477.14360481737083
1496,10,55,-0.5934742145005015,616.2431357831318
1497,10,54,0.5690716776787988,839.9503881674488
1498,9,54,-1.5663425342077943,475.5491728639822
1499,9,53,-1.1886602700373547,525.8860346682293
1500,10,53,0.37892075917219203,798.4615267794569
1501,11,53,1.6095946105567107,1108.2497600169247
1502,11,54,2.045846307687202,1244.8301077967408
1503,12,54,2.3241243231028244,1340.6198596007666
1504,12,53,2.0395117611957057,1242.7312062666556
1505,12,52,-0.03980318887021156,714.1828908915376
1506,12,51,-0.38602202112823814,651.2585198908671
1507,11,51,-1.084381060232087,540.6999037465196
1508,11,52,-0.5853618856091234,617.5763497366861
1509,10,52,-0.7037845185560403,598.3973600470947
1510,9,52,-0.8135317411728807,581.155549225504
1511,9,51,-0.5041276528099796,631.0868142081864
1512,10,51,-0.7112724104117611,597.2048858603029
1513,10,50,-0.6577401687491031,605.7826090591444
1514,9,50,-1.1350538915121675,533.4499324475604
1515,9,49,-0.984472151660545,555.2842068327352
1516,10,49,-0.1792592367755521,688.1371101662434
1517,11,49,-0.5280711309734241,627.0742236823577
1518,11,50,-1.3917176930183095,498.19431889675815
1519,12,50,-0.29288810739317983,667.6188795660328
1520,12,49,0.17682072829777112,756.6096809455375
1521,13,49,0.6343852484699739,854.6929728545704
1522,14,49,-0.2574653558726347,673.948745097328
1523,14,50,2.2210100245913584,1304.294820044686
1524,13,50,1.2441900612476722,1005.4533309878195
1525,13,51,-0.27822751820891,670.2314092521823
1526,13,52,0.33172364099389523,788.4851021318946
1527,14,52,-0.24503286898757554,676.1845665071625
1528,14,51,0.5074265914178309,826.2692009625598
1529,15,51,1.6202169306215626,1111.3903012015705
1530,15,52,0.41273366601969846,805.6863431879899
1531,16,52,0.42289118298556955,807.8694456644068
1532,16,51,0.8514668947943955,905.577331104792
1533,16,50,1.3818072761953533,1042.9983822987867
1534,15,50,1.5788628729677159,1099.2136595466088
1535,15,49,-0.06691610774452195,709.043033403724
1536,16,49,0.21096617735247558,763.523440967912
1537,17,49,-1.132415258756165,533.825041981821
1538,18,49,-0.7364811699024293,593.20773802068
1539,18,50,-1.2218739003471084,521.2534762361288
1540,17,50,-0.7953673390990765,583.9745651654948
1541,17,51,-0.6062277522516606,614.1529829079367
1542,17,52,0.7261048982454716,875.8337987180902
1543,18,52,0.28214483087503117,778.1394573702585
1544,18,51,-0.8900867695868154,569.4233903612551
1545,19,51,-1.105694621996178,537.6385550153448
1546,19,52,0.22086777458154633,765.5401042172597
1547,20,52,-0.08487613662306881,705.6586938393808
1548,20,51,-0.5880779203366826,617.129664387486
1549,20,50,0.15065485911205534,751.354022413827
1550,19,50,-0.6546332177952771,606.2842162831995
1551,19,49,-1.018637003833668,550.2532238958319
1552,20,49,-0.7889080178599581,584.9803089743026
1553,21,49,-0.20344064059643885,683.7184435199592
1554,21,50,-0.22075084609864593,680.5727863688694
1555,22,50,-0.2807425796251728,669.7824977541313
1556,22,49,1.3067060453349049,1022.3385719919246
1557,23,49,1.615502027077039,1109.9952198372498
1558,24,49,0.7043252577844642,870.7668565011763
1559,24,50,0.6431376610940557,856.688130259951
1560,23,50,0.5103528754398734,826.9135781720936
1561,23,51,1.1615217724097655,983.552514782462
1562,24,51,0.7858367341197909,889.8819878111397
1563,24,52,1.4634267022220917,1065.9250045094557
1564,23,52,0.39678049728541853,802.2695139704217
1565,22,52,-0.6314748880192136,610.0361631983658
1566,22,51,-0.18824753856882645,686.4913535263673
1567,21,51,-0.8133555081753625,581.1828341434909
1568,21,52,0.2120155836095743,763.7369221369338
1569,21,53,1.4658466809510249,1066.6124068990391
1570,21,54,1.0243656937657337,948.2638335286683
1571,22,54,0.22743260175561003,766.8801014499227
1572,22,53,-0.5558883839273365,622.4444703239126
1573,23,53,0.6648239131974978,861.6517122420211
1574,24,53,1.235236447868532,1003.0579463985194
1575,24,54,0.055005492414276325,732.4506976780432
1576,23,54,0.5938121217831729,845.5046446993432
1577,23,55,1.074537625972352,961.0231798425735
1578,24,55,0.7080604305805787,871.6337415618286
1579,24,56,0.7871067305764284,890.1831089435101
1580,23,56,1.4638421665575136,1066.042986922253
1581,22,56,2.338556481581241,1345.7840817411984
1582,22,55,0.8162148585163578,897.1127604711503
1583,21,55,-0.6735744380258863,603.2326570199175
1584,21,56,-0.39641056862891066,649.4586534805538
1585,20,56,-0.48207879130801057,634.8045987715541
1586,19,56,1.1468100931055387,979.7053403109103
1587,19,55,0.932186098860858,925.2613173668161
1588,20,55,-0.49562316686596797,632.5182177046588
1589,20,54,0.6672480326716216,862.2083323025998
1590,20,53,1.7416944037890978,1147.9448437371266
1591,19,53,0.36378425899271066,795.2483324905182
1592,19,54,1.7250487274869937,1142.8656737624656
